"authid","discipline","collaborator","collaborate_paper_n","n_paper","authname","firstname"
15050700600,"HSS",7,2,2,"Galán J.M.","Galán"
55578068700,"HSS",1,10,14,"Aguado-Guadalupe G.","Aguado-Guadalupe"
58119990900,"HSS",1,3,3,"Bernaola I.","Bernaola"
57207792108,"HSS",2,6,6,"Canet A.C.","Canet"
57218873019,"HSS",2,1,1,"Caser E.D.","Caser"
57218869405,"HSS",2,1,1,"Riquelme E.S.","Riquelme"
57221465895,"HSS",0,2,7,"de la Escosura L.P.","de"
57188726148,"HSS",2,4,6,"Ezquerra J.A.","Ezquerra"
57212106601,"HSS",2,4,8,"López-Gómez J.C.","López-Gómez"
57202333881,"HSS",2,3,3,"Murcia B.P.","Murcia"
9844561800,"HSS",1,43,48,"Pacios A.R.","Pacios"
55880436400,"HSS",1,32,32,"Cardama S.M.","Cardama"
56724217500,"HSS",1,24,24,"Labayen M.F.","Labayen"
57209773637,"HSS",1,2,2,"Morán A.M.","Morán"
57194458129,"HSS",0,10,11,"Cob A.A.","Cob"
57192959445,"HSS",1,8,25,"Eiroa M.","Eiroa"
55578191300,"HSS",1,16,24,"Magallón R.","Magallón"
57192959445,"HSS",0,8,25,"Francisco M.E.S.","Francisco"
55578191300,"HSS",0,16,24,"Magallón-Rosa R.","Magallón-Rosa"
56004208000,"HSS",0,8,10,"Congosto M.","Congosto"
55885990400,"HSS",1,23,25,"Génova G.","Génova"
57197865744,"HSS",1,3,3,"Quintanilla Navarro I.","Quintanilla"
57201465612,"HSS",4,34,34,"Moreno-Marcos P.M.","Moreno-Marcos"
15136847800,"HSS",4,100,100,"Muñoz-Merino P.J.","Muñoz-Merino"
35179059300,"HSS",4,89,92,"Alario-Hoyos C.","Alario-Hoyos"
57198802287,"HSS",4,32,32,"Estévez-Ayres I.","Estévez-Ayres"
56997681300,"HSS",4,133,133,"Delgado Kloos C.","Delgado"
7103221225,"HSS",3,49,49,"Díaz P.","Díaz"
7003345424,"HSS",3,14,14,"Bellucci A.","Bellucci"
57189048073,"HSS",3,2,2,"Yuan C.W.","Yuan"
58084591900,"HSS",3,41,41,"Aedo I.","Aedo"
23003417600,"HSS",1,7,9,"Álvarez-Nogal C.","Álvarez-Nogal"
6506102163,"HSS",1,4,4,"Chamley C.","Chamley"
36880378500,"HSS",1,12,12,"Serra M.","Serra"
57193260369,"HSS",1,9,9,"González R.","González"
55578191300,"HSS",1,16,24,"Rosa R.M.","Rosa"
57210164732,"HSS",1,1,1,"de Dios A.","de"
57217551464,"HSS",3,2,2,"Fillat C.","Fillat"
7102783441,"HSS",3,8,8,"Del Río M.","Del"
18634592700,"HSS",3,3,3,"Martínez-Santamaría L.","Martínez-Santamaría"
7003849270,"HSS",3,2,2,"Bueren J.A.","Bueren"
57206206523,"HSS",2,3,3,"Pöttker L.M.V.","Pöttker"
15020537100,"HSS",2,3,3,"Ferneda E.","Ferneda"
36847748500,"HSS",2,15,16,"Moreiro-González J.A.","Moreiro-González"
9844561800,"HSS",1,43,48,"Pacios A.","Pacios"
57201948673,"HSS",1,2,2,"La Torre Merino J.","La"
55571501700,"HSS",2,6,6,"Torralba Á.","Torralba"
7401493460,"HSS",2,9,12,"Linares López C.","Linares"
6603908284,"HSS",2,28,28,"Borrajo D.","Borrajo"
36969119400,"HSS",2,6,6,"Calderón C.A.","Calderón"
55578587500,"HSS",2,28,30,"Barranquero A.","Barranquero"
57202548023,"HSS",2,2,2,"Tanco E.G.","Tanco"
57200803814,"HSS",0,7,10,"Pérez F.S.","Pérez"
57192959445,"HSS",0,8,25,"Eiroa M.","Eiroa"
55920264100,"HSS",0,11,13,"Cerdán J.","Cerdán"
57200650213,"HSS",1,9,9,"De Gracia M.J.B.","De"
51663443800,"HSS",1,28,28,"Damas S.H.","Damas"
6506645437,"HSS",1,27,27,"Garcia-Zorita C.","Garcia-Zorita"
9844561800,"HSS",1,43,48,"Pacios A.R.","Pacios"
55893658000,"HSS",2,4,4,"Martín J.R.","Martín"
57202894418,"HSS",2,2,2,"Morais S.","Morais"
55578587500,"HSS",2,28,30,"Barranquero A.","Barranquero"
56453199800,"HSS",0,11,17,"Gómez E.F.R.","Gómez"
24441741400,"HSS",1,2,2,"Pons A.","Pons"
57192959445,"HSS",1,8,25,"Eiroa M.","Eiroa"
57192959445,"HSS",0,8,25,"Eiroa M.","Eiroa"
57212106601,"HSS",0,4,8,"Gómez J.C.L.","Gómez"
57202333881,"HSS",1,3,3,"Murcia B.","Murcia"
57188726148,"HSS",1,4,6,"Ezquerra J.","Ezquerra"
36696428900,"HSS",3,4,4,"Gonzalez J.L.","Gonzalez"
55304325900,"HSS",3,3,3,"van’t Hooft A.","van’t"
7101919482,"HSS",3,129,129,"Carretero J.","Carretero"
6506881337,"HSS",3,13,13,"Sosa-Sosa V.J.","Sosa-Sosa"
55643105300,"HSS",0,2,4,"Melero A.","Melero"
57044514900,"HSS",2,5,9,"Luengo M.","Luengo"
51663922100,"HSS",2,3,5,"Maciá-Barber C.","Maciá-Barber"
56032794600,"HSS",2,6,6,"Requejo-Alemán J.L.","Requejo-Alemán"
57209882786,"HSS",1,2,2,"Valladares Paguaga X.","Valladares"
51663443800,"HSS",1,28,28,"Herrera Damas S.","Herrera"
56727734900,"HSS",5,14,14,"Pulido J.C.","Pulido"
14832524600,"HSS",5,14,14,"González J.C.","González"
55548102700,"HSS",5,13,13,"Suárez-Mejías C.","Suárez-Mejías"
57201603823,"HSS",5,9,9,"Bandera A.","Bandera"
7004104374,"HSS",5,6,6,"Bustos P.","Bustos"
7401589140,"HSS",5,42,42,"Fernández F.","Fernández"
34880909600,"HSS",1,16,16,"Quijano-Sanchez L.","Quijano-Sanchez"
24338334100,"HSS",1,18,18,"Liberatore F.","Liberatore"
56724217500,"HSS",1,24,24,"Labayen M.","Labayen"
55270703900,"HSS",1,3,3,"Souto X.","Souto"
57193128428,"HSS",3,1,1,"Bautista D.C.","Bautista"
57193121490,"HSS",3,1,1,"Durán C.E.M.","Durán"
24068319400,"HSS",3,13,13,"García-Quismondo M.Á.M.","García-Quismondo"
57193125254,"HSS",3,1,1,"Álvarez C.","Álvarez"
23003417600,"HSS",0,7,9,"Álvarez Nogal C.","Álvarez"
55578587500,"HSS",1,28,30,"Barranquero Carretero A.","Barranquero"
56518326800,"HSS",1,3,3,"Sáez Baeza C.","Sáez"
55578191300,"HSS",0,16,24,"Magallón R.","Magallón"
57200113647,"HSS",1,1,1,"Egido Á.","Egido"
57192959445,"HSS",1,8,25,"Eiroa M.","Eiroa"
56100513400,"HSS",2,3,3,"Castanha R.C.G.","Castanha"
57215144661,"HSS",2,4,4,"de Mello Lima L.","de"
55164743300,"HSS",2,34,34,"Martínez-Ávila D.","Martínez-Ávila"
23003417600,"HSS",0,7,9,"Álvarez Nogal C.","Álvarez"
55920264100,"HSS",1,11,13,"Cerdán J.","Cerdán"
56724217500,"HSS",1,24,24,"Labayen M.F.","Labayen"
55571501700,"HSS",3,6,6,"Torralba Á.","Torralba"
36701154500,"HSS",3,7,7,"Alcázar V.","Alcázar"
23397430000,"HSS",3,3,3,"Kissmann P.","Kissmann"
55894739500,"HSS",3,3,3,"Edelkamp S.","Edelkamp"
16202707400,"HSS",6,43,43,"Delgado-Gómez D.","Delgado-Gómez"
56168937400,"HSS",6,1,1,"Carmona-Vázquez C.","Carmona-Vázquez"
24821639800,"HSS",6,5,5,"Bayona S.","Bayona"
8710611000,"HSS",6,4,4,"Ardoy-Cuadros J.","Ardoy-Cuadros"
13907407500,"HSS",6,4,4,"Aguado D.","Aguado"
7004712190,"HSS",6,11,11,"Baca-García E.","Baca-García"
16307320600,"HSS",6,2,2,"Lopez-Castroman J.","Lopez-Castroman"
23003417600,"HSS",2,7,9,"Álvarez-Nogal C.","Álvarez-Nogal"
57221465895,"HSS",2,2,7,"De La Escosura L.P.","De"
36609210700,"HSS",2,5,11,"Santiago-Caballero C.","Santiago-Caballero"
54973693300,"HSS",1,3,3,"Vanti N.","Vanti"
6508331825,"HSS",1,54,54,"Sanz-Casado E.","Sanz-Casado"
57191035636,"HSS",2,3,3,"Núñez-Gómez L.","Núñez-Gómez"
35303400800,"HSS",2,46,46,"Segura-Bedmar I.","Segura-Bedmar"
7202906176,"HSS",2,59,59,"Martínez P.","Martínez"
7202906176,"HSS",3,59,59,"Martínez P.","Martínez"
7101696703,"HSS",3,44,44,"Moreno L.","Moreno"
14521749900,"HSS",3,9,9,"Abascal J.","Abascal"
6701605113,"HSS",3,5,5,"Muguerza J.","Muguerza"
55982545400,"HSS",0,2,10,"Prados de la Escosura L.","Prados"
9844561800,"HSS",1,43,48,"Pacios Lozano A.","Pacios"
6506645437,"HSS",1,27,27,"Zorita C.","Zorita"
57188726148,"HSS",0,4,6,"Ezquerra J.","Ezquerra"
23034069300,"HSS",0,12,27,"Eito-Brun R.","Eito-Brun"
55982545400,"HSS",0,2,10,"Prados de la Escosura L.","Prados"
24338030200,"HSS",2,12,12,"Flores R.","Flores"
7102456795,"HSS",2,13,13,"Molina E.","Molina"
7005407415,"HSS",2,6,6,"Tejada J.","Tejada"
26038780200,"HSS",7,1,1,"Reason M.","Reason"
26532791700,"HSS",7,1,1,"Jola C.","Jola"
56650604300,"HSS",7,1,1,"Kay R.","Kay"
14421780500,"HSS",7,1,1,"Reynolds D.","Reynolds"
36788570400,"HSS",7,1,1,"Kauppi J.P.","Kauppi"
57132983700,"HSS",7,1,1,"Grobras M.H.","Grobras"
6602349259,"HSS",7,12,12,"Tohka J.","Tohka"
7004147308,"HSS",7,1,1,"Pollick F.E.","Pollick"
55699347500,"HSS",4,8,8,"Valera I.","Valera"
54783305900,"HSS",4,11,11,"Ruiz F.J.R.","Ruiz"
36348622200,"HSS",4,50,50,"Olmos P.M.","Olmos"
7202233984,"HSS",4,4,4,"Blanco C.","Blanco"
55934982700,"HSS",4,31,31,"Perez-Cruz F.","Perez-Cruz"
57189726231,"HSS",1,9,11,"Illán J.C.S.","Illán"
57490164100,"HSS",1,2,2,"Martínez D.L.","Martínez"
57188726148,"HSS",0,4,6,"Alvar J.","Alvar"
57127214300,"HSS",2,2,2,"Baselga S.V.","Baselga"
55578587500,"HSS",2,28,30,"Barranquero Carretero A.","Barranquero"
55893658000,"HSS",2,4,4,"Martín J.R.","Martín"
9844561800,"HSS",1,43,48,"Pacios Lozano A.","Pacios"
6506645437,"HSS",1,27,27,"Zorita C.","Zorita"
15019183300,"HSS",6,5,5,"Giardini F.","Giardini"
23090651600,"HSS",6,6,6,"Guazzini A.","Guazzini"
57191051069,"HSS",6,3,3,"Duradoni M.","Duradoni"
7006774117,"HSS",6,4,4,"Paolucci M.","Paolucci"
57193344876,"HSS",6,3,3,"Brigida L.","Brigida"
8627831400,"HSS",6,17,17,"Vilone D.","Vilone"
7005226558,"HSS",6,5,5,"Bagnoli F.","Bagnoli"
57192553776,"HSS",1,1,1,"Ferrero M.","Ferrero"
57192959445,"HSS",1,8,25,"Eiroa M.","Eiroa"
55880436400,"HSS",1,32,32,"Cardama S.M.","Cardama"
36711350700,"HSS",1,16,16,"Sebastián M.C.","Sebastián"
57210096812,"HSS",2,14,14,"Benítez A.","Benítez"
55923835000,"HSS",2,2,2,"Moliní D.","Moliní"
57192427043,"HSS",2,2,2,"Balbuena A.","Balbuena"
55578419900,"HSS",0,13,15,"Cedillo G.R.","Cedillo"
36712144200,"HSS",1,13,13,"Morales-García A.","Morales-García"
36711755000,"HSS",1,17,17,"García-López F.","García-López"
55948104100,"HSS",3,9,9,"Prieto González L.","Prieto"
57192091354,"HSS",3,3,3,"Jaedicke C.","Jaedicke"
56644013000,"HSS",3,3,3,"Schubert J.","Schubert"
23010391000,"HSS",3,10,10,"Stantchev V.","Stantchev"
56453199800,"HSS",0,11,17,"Rodríguez Gómez E.F.","Rodríguez"
57189726231,"HSS",1,9,11,"Sánchez Illán J.C.","Sánchez"
57189730498,"HSS",1,2,2,"Lumbreras Martínez D.","Lumbreras"
23003417600,"HSS",1,7,9,"Álvarez-Nogal C.","Álvarez-Nogal"
6506102163,"HSS",1,4,4,"Chamley C.","Chamley"
55199730800,"HSS",4,6,6,"Núñez-Valdez E.","Núñez-Valdez"
16637910000,"HSS",4,5,5,"Lovelle J.","Lovelle"
24338144800,"HSS",4,2,2,"Hernández G.","Hernández"
57194562122,"HSS",4,2,2,"Fuente A.","Fuente"
8374489000,"HSS",4,7,7,"Labra-Gayo J.","Labra-Gayo"
23034069300,"HSS",0,12,27,"Eito-Brun R.","Eito-Brun"
6506951944,"HSS",1,16,17,"Marzal M.Á.","Marzal"
56244801000,"HSS",1,4,4,"Pedrazzi S.","Pedrazzi"
7004607668,"HSS",1,1,1,"Fidrmuc J.","Fidrmuc"
15769063400,"HSS",1,8,8,"Tena J.D.","Tena"
56951357100,"HSS",1,5,5,"Moya Sánchez M.","Moya"
51663443800,"HSS",1,28,28,"Herrera Damas S.","Herrera"
56024547000,"HSS",2,5,5,"Núñez S.","Núñez"
6603908284,"HSS",2,28,28,"Borrajo D.","Borrajo"
7401493460,"HSS",2,9,12,"Linares López C.","Linares"
7401493460,"HSS",2,9,12,"Linares López C.","Linares"
49861130800,"HSS",2,3,3,"Jiménez Celorrio S.","Jiménez"
37096880000,"HSS",2,16,16,"García Olaya Á.","García"
55578779800,"HSS",0,7,11,"Curiel E.H.","Curiel"
6506951944,"HSS",1,16,17,"Marzal M.Á.","Marzal"
56891455400,"HSS",1,3,3,"Saurina E.","Saurina"
57044514900,"HSS",0,5,9,"Luengo M.","Luengo"
57777907500,"HSS",0,12,15,"Martín N.","Martín"
56013933500,"HSS",3,31,31,"Ruipérez-Valiente J.A.","Ruipérez-Valiente"
15136847800,"HSS",3,100,100,"Muñoz-Merino P.J.","Muñoz-Merino"
36246250500,"HSS",3,6,6,"Leony D.","Leony"
56997681300,"HSS",3,133,133,"Delgado Kloos C.","Delgado"
55920264100,"HSS",1,11,13,"Cerdán J.","Cerdán"
56724217500,"HSS",1,24,24,"Labayen M.F.","Labayen"
55580572100,"HSS",1,9,9,"González-Aldea P.","González-Aldea"
55581613700,"HSS",1,3,3,"Marta-Lazo C.","Marta-Lazo"
16432831800,"HSS",0,23,25,"Catalán-Matamoros D.","Catalán-Matamoros"
31267503700,"HSS",0,3,5,"Elías C.","Elías"
57063561200,"HSS",3,4,4,"Sánchez Duarte J.M.","Sánchez"
57063521300,"HSS",3,2,2,"Bolaños Huertas M.V.","Bolaños"
55578191300,"HSS",3,16,24,"Magallón Rosa R.","Magallón"
57063470800,"HSS",3,2,2,"Anderica Caffarena V.","Anderica"
57210096812,"HSS",2,14,14,"Benítez A.","Benítez"
56924904500,"HSS",2,2,2,"López López Á.","López"
42862209400,"HSS",2,6,6,"Sánchez Cid M.","Sánchez"
56724081500,"HSS",2,3,3,"Binimelis M.","Binimelis"
55920264100,"HSS",2,11,13,"Cerdán J.","Cerdán"
56724217500,"HSS",2,24,24,"Fernández Labayen M.","Fernández"
55885990400,"HSS",0,23,25,"Génova G.","Génova"
15136847800,"HSS",4,100,100,"Muñoz-Merino P.J.","Muñoz-Merino"
56013933500,"HSS",4,31,31,"Ruipérez-Valiente J.A.","Ruipérez-Valiente"
35179059300,"HSS",4,89,92,"Alario-Hoyos C.","Alario-Hoyos"
23393559900,"HSS",4,41,41,"Pérez-Sanagustín M.","Pérez-Sanagustín"
56997681300,"HSS",4,133,133,"Delgado Kloos C.","Delgado"
55844318500,"HSS",4,5,5,"Han X.","Han"
56404299600,"HSS",4,4,4,"Wang L.","Wang"
17433279200,"HSS",4,10,10,"Crespi N.","Crespi"
16679341600,"HSS",4,2,2,"Park S.","Park"
17433943300,"HSS",4,40,40,"Cuevas Á.","Cuevas"
16030283100,"HSS",9,3,3,"Bonini T.","Bonini"
26656704800,"HSS",9,3,3,"Fesneau E.","Fesneau"
56506507200,"HSS",9,6,11,"Perez J.I.G.","Perez"
56153395400,"HSS",9,3,3,"Luthje C.","Luthje"
56974319600,"HSS",9,3,3,"Jedrzejewski S.","Jedrzejewski"
56974240500,"HSS",9,3,3,"Pedroia A.","Pedroia"
37261930200,"HSS",9,3,3,"Rohn U.","Rohn"
55177206200,"HSS",9,3,3,"Sellas T.","Sellas"
55440231400,"HSS",9,3,3,"Starkey G.","Starkey"
36452380000,"HSS",9,3,3,"Stiernstedt F.","Stiernstedt"
57221257453,"HSS",0,1,4,"Gómez-Ramos A.","Gómez-Ramos"
57192959445,"HSS",0,8,25,"Francisco M.E.S.","Francisco"
36844467000,"HSS",2,2,2,"Peña-López I.","Peña-López"
56004208000,"HSS",2,8,10,"Congosto M.","Congosto"
43661052100,"HSS",2,2,2,"Aragón P.","Aragón"
57192959445,"HSS",1,8,25,"Eiroa M.","Eiroa"
56104085400,"HSS",1,1,1,"Pallarés C.","Pallarés"
23003417600,"HSS",1,7,9,"Álvarez-Nogal C.","Álvarez-Nogal"
6506102163,"HSS",1,4,4,"Chamley C.","Chamley"
23010391000,"HSS",3,10,10,"Stantchev V.","Stantchev"
25653963200,"HSS",3,45,45,"Colomo-Palacios R.","Colomo-Palacios"
16069494100,"HSS",3,8,8,"Soto-Acosta P.","Soto-Acosta"
56962766700,"HSS",3,8,8,"Misra S.","Misra"
55817086700,"HSS",1,22,22,"García-Santamaría J.V.","García-Santamaría"
55578587500,"HSS",1,28,30,"Barranquero Carretero A.","Barranquero"
56040962100,"HSS",0,9,13,"Sainz De Baranda Andújar C.","Sainz"
55580712400,"HSS",1,1,1,"Stepanian Taracido E.M.","Stepanian"
57210096812,"HSS",1,14,14,"Benítez A.J.","Benítez"
57192959445,"HSS",0,8,25,"Eiroa M.","Eiroa"
55825497800,"HSS",3,2,2,"Herranz S.","Herranz"
36669275300,"HSS",3,7,7,"Romero-Gómez R.","Romero-Gómez"
7103221225,"HSS",3,49,49,"Díaz P.","Díaz"
35102966700,"HSS",3,18,18,"Onorati T.","Onorati"
7202906176,"HSS",3,59,59,"Martínez P.","Martínez"
56347962300,"HSS",3,3,3,"Segura I.","Segura"
22333556000,"HSS",3,3,3,"Declerck T.","Declerck"
58637466800,"HSS",3,8,8,"Martínez J.L.","Martínez"
15765332600,"HSS",3,42,42,"Griol D.","Griol"
55321736400,"HSS",3,3,3,"García-Jiménez M.","García-Jiménez"
35392131900,"HSS",3,106,106,"Molina J.M.","Molina"
7004052541,"HSS",3,57,57,"Sanchis A.","Sanchis"
15765332600,"HSS",3,42,42,"Griol D.","Griol"
7004052541,"HSS",3,57,57,"Sanchis A.","Sanchis"
35392131900,"HSS",3,106,106,"Molina J.M.","Molina"
55991672400,"HSS",3,28,28,"Callejas Z.","Callejas"
56346934900,"HSS",3,3,3,"De La Peña S.","De"
35303400800,"HSS",3,46,46,"Segura-Bedmar I.","Segura-Bedmar"
7202906176,"HSS",3,59,59,"Martínez P.","Martínez"
58637466800,"HSS",3,8,8,"Martínez J.L.","Martínez"
23478057700,"HSS",1,2,2,"Ruiz J.F.","Ruiz"
55880396300,"HSS",1,3,3,"Pereira J.","Pereira"
55817086700,"HSS",1,22,22,"García-Santamaría J.","García-Santamaría"
55578587500,"HSS",1,28,30,"Barranquero Carretero A.","Barranquero"
57192959445,"HSS",0,8,25,"Eiroa M.","Eiroa"
36609210700,"HSS",0,5,11,"Santiago-Caballero C.","Santiago-Caballero"
35519924000,"HSS",3,4,4,"Sanz P.","Sanz"
6505664900,"HSS",3,4,4,"Mezcua B.","Mezcua"
35373748900,"HSS",3,36,36,"Pena J.","Pena"
7402208804,"HSS",3,2,2,"Walker B.","Walker"
55830024300,"HSS",3,4,4,"Vásquez-Bravo D.","Vásquez-Bravo"
6506529394,"HSS",3,36,36,"Sánchez-Segura M.","Sánchez-Segura"
12790283300,"HSS",3,33,33,"Medina-Domínguez F.","Medina-Domínguez"
12790343300,"HSS",3,35,35,"Amescua A.","Amescua"
57198771343,"HSS",1,1,1,"Vivo J.M.N.","Vivo"
58510184500,"HSS",1,3,3,"Damas S.H.","Damas"
57221700109,"HSS",2,5,5,"Scheffauer R.","Scheffauer"
56118529700,"HSS",2,88,103,"Goyanes M.","Goyanes"
26632759000,"HSS",2,27,27,"Gil de Zúñiga H.","Gil"
58949455800,"HSS",5,1,1,"Martin Frias A.","Martin"
57886085900,"HSS",5,2,2,"Shapiro M.L.","Shapiro"
37002544700,"HSS",5,2,2,"Engberg Z.","Engberg"
57218565392,"HSS",5,1,1,"Zopp R.","Zopp"
36161339100,"HSS",5,60,60,"Soler M.","Soler"
55507031300,"HSS",5,1,1,"Stettler M.E.J.","Stettler"
56118529700,"HSS",2,88,103,"Goyanes M.","Goyanes"
57211317884,"HSS",2,6,6,"Tóth T.","Tóth"
57407081000,"HSS",2,7,7,"Háló G.","Háló"
57221643019,"HSS",2,2,2,"Castanha R.G.","Castanha"
55079980300,"HSS",2,13,13,"Grácio M.C.C.","Grácio"
25723755700,"HSS",2,35,35,"Perianes-Rodríguez A.","Perianes-Rodríguez"
6506951944,"HSS",1,16,17,"Marzal M.Á.","Marzal"
56454979100,"HSS",1,3,3,"Vivarelli M.","Vivarelli"
57209739744,"HSS",2,2,2,"Salinas A.I.A.","Salinas"
57218577971,"HSS",2,11,15,"Barranquero A.","Barranquero"
58849526600,"HSS",2,2,2,"Barreda D.H.","Barreda"
57221466256,"HSS",1,6,6,"Carral U.","Carral"
57693924900,"HSS",1,7,9,"Elías C.","Elías"
57218577971,"HSS",2,11,15,"Barranquero A.","Barranquero"
55579684800,"HSS",2,2,2,"Candón-Mena J.","Candón-Mena"
35176290300,"HSS",2,1,1,"Kidd D.","Kidd"
56118529700,"HSS",1,88,103,"Goyanes M.","Goyanes"
56386084000,"HSS",1,1,1,"Piñeiro-Naval V.","Piñeiro-Naval"
57220204764,"HSS",4,9,9,"Cerdán-Martínez V.","Cerdán-Martínez"
57896977300,"HSS",4,1,1,"López-Segura P.","López-Segura"
58555672800,"HSS",4,2,2,"Lucia-Mulas M.J.","Lucia-Mulas"
58954539100,"HSS",4,1,1,"Sanz P.R.","Sanz"
7003831819,"HSS",4,1,1,"Alonso T.O.","Alonso"
58090424700,"HSS",2,4,4,"Sastrón-Toledo P.","Sastrón-Toledo"
58946167700,"HSS",2,2,2,"Alonso-Álvarez P.","Alonso-Álvarez"
54966837700,"HSS",2,11,11,"Mañana-Rodríguez J.","Mañana-Rodríguez"
58639792200,"HSS",2,3,3,"Garriga M.","Garriga"
58941679200,"HSS",2,2,2,"Ruiz-Incertis R.","Ruiz-Incertis"
55578191300,"HSS",2,16,24,"Magallón-Rosa R.","Magallón-Rosa"
25723755700,"HSS",3,35,35,"Perianes-Rodríguez A.","Perianes-Rodríguez"
25031818000,"HSS",3,16,17,"Olmeda-Gómez C.","Olmeda-Gómez"
57208332014,"HSS",3,4,4,"Delbianco N.R.","Delbianco"
55079980300,"HSS",3,13,13,"Grácio M.C.C.","Grácio"
26632759000,"HSS",2,27,27,"Gil de Zúñiga H.","Gil"
56118529700,"HSS",2,88,103,"Goyanes M.","Goyanes"
56436410400,"HSS",2,2,2,"Mateos A.","Mateos"
55880436400,"HSS",1,32,32,"Martínez-Cardama S.","Martínez-Cardama"
9844561800,"HSS",1,43,48,"Pacios A.R.","Pacios"
7003326347,"HSS",2,13,13,"Carbo J.","Carbo"
36624065400,"HSS",2,3,3,"Pedraza J.","Pedraza"
35392131900,"HSS",2,106,106,"Molina J.M.","Molina"
57192272859,"HSS",1,12,17,"Fernández-Castrillo C.","Fernández-Castrillo"
57233188600,"HSS",1,3,3,"Mantoan D.","Mantoan"
58879499200,"HSS",1,3,3,"Vilar Sastre G.","Vilar"
55578587500,"HSS",1,28,30,"Barranquero Carretero A.","Barranquero"
58865925200,"HSS",1,1,1,"Gomez-Sobrino R.","Gomez-Sobrino"
16432831800,"HSS",1,23,25,"Catalan-Matamoros D.","Catalan-Matamoros"
7102377689,"HSS",2,2,2,"Ramos S.B.","Ramos"
26422577600,"HSS",2,9,9,"Taamouti A.","Taamouti"
57200590628,"HSS",2,12,12,"Veiga H.","Veiga"
57204289509,"HSS",0,15,30,"Sadjadi E.N.","Sadjadi"
56118529700,"HSS",4,88,103,"Goyanes M.","Goyanes"
57194760759,"HSS",4,34,34,"Demeter M.","Demeter"
57407081000,"HSS",4,7,7,"Háló G.","Háló"
36969119400,"HSS",4,6,6,"Arcila-Calderón C.","Arcila-Calderón"
26632759000,"HSS",4,27,27,"Gil de Zúñiga H.","Gil"
16021198600,"HSS",2,2,2,"Caporin M.","Caporin"
56144654500,"HSS",2,5,5,"Rodríguez-Caballero C.V.","Rodríguez-Caballero"
7103358982,"HSS",2,13,13,"Ruiz E.","Ruiz"
54411885500,"HSS",2,2,2,"Blasco-Blasco O.","Blasco-Blasco"
57194760759,"HSS",2,34,34,"Demeter M.","Demeter"
56118529700,"HSS",2,88,103,"Goyanes M.","Goyanes"
26632759000,"HSS",2,27,27,"Gil de Zúñiga H.","Gil"
56118529700,"HSS",2,88,103,"Goyanes M.","Goyanes"
58564663100,"HSS",2,1,1,"Durotoye T.","Durotoye"
57210098653,"HSS",3,11,11,"Alarcon R.","Alarcon"
7101696703,"HSS",3,44,44,"Moreno L.","Moreno"
7202906176,"HSS",3,59,59,"Martínez P.","Martínez"
7007084189,"HSS",3,3,3,"Macías J.A.","Macías"
36880378500,"HSS",1,12,12,"Serra M.","Serra"
57193260369,"HSS",1,9,9,"González R.","González"
57192272859,"HSS",0,12,17,"Fernández-Castrillo C.","Fernández-Castrillo"
36616991900,"HSS",2,5,5,"Casero-Ripollés A.","Casero-Ripollés"
57191495484,"HSS",2,15,15,"Tuñón J.","Tuñón"
55382446200,"HSS",2,4,4,"Bouza-García L.","Bouza-García"
57814416400,"HSS",6,3,3,"Larroya F.","Larroya"
58115426400,"HSS",6,3,3,"Díaz O.","Díaz"
55331583000,"HSS",6,3,3,"Sagarra O.","Sagarra"
58450922400,"HSS",6,3,3,"Colomer Simón P.","Colomer"
58321773600,"HSS",6,3,3,"Ferré S.","Ferré"
7005409234,"HSS",6,31,33,"Moro E.","Moro"
7006849571,"HSS",6,4,4,"Perelló J.","Perelló"
58289303300,"HSS",4,3,3,"Vinagrero S.","Vinagrero"
50262594200,"HSS",4,51,51,"Martin H.","Martin"
58288910400,"HSS",4,3,3,"de Bignicourt A.","de"
24377094300,"HSS",4,3,3,"Vatajelu E.I.","Vatajelu"
6603786965,"HSS",4,8,8,"Di Natale G.","Di"
57203354696,"HSS",4,2,2,"Tverskoi D.","Tverskoi"
57205880036,"HSS",4,3,3,"Guido A.","Guido"
24823875200,"HSS",4,5,5,"Andrighetto G.","Andrighetto"
23068973000,"HSS",4,19,21,"Sánchez A.","Sánchez"
7003653401,"HSS",4,2,2,"Gavrilets S.","Gavrilets"
57221466256,"HSS",2,6,6,"Carral U.","Carral"
57191495484,"HSS",2,15,15,"Tuñón J.","Tuñón"
57693924900,"HSS",2,7,9,"Elías C.","Elías"
25229484100,"HSS",1,3,3,"Ramos Simón L.F.","Ramos"
9844561800,"HSS",1,43,48,"Pacios A.R.","Pacios"
26632759000,"HSS",1,27,27,"Gil de Zúñiga H.","Gil"
56118529700,"HSS",1,88,103,"Goyanes M.","Goyanes"
7103385531,"HSS",2,6,6,"Rousseau R.","Rousseau"
6506645437,"HSS",2,27,27,"Garcia-Zorita C.","Garcia-Zorita"
6508331825,"HSS",2,54,54,"Sanz-Casado E.","Sanz-Casado"
57201717825,"HSS",4,15,15,"Bienvenido-Huertas D.","Bienvenido-Huertas"
57197811864,"HSS",4,2,2,"de la Hoz-Torres M.L.","de"
57197806275,"HSS",4,2,2,"Aguilar A.J.","Aguilar"
57193788227,"HSS",4,3,3,"Tejedor B.","Tejedor"
57204012665,"HSS",4,16,16,"Sánchez-García D.","Sánchez-García"
